5.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -0.004464286, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 1, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 1, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
645.0, {'nt1': -0.09821428, 'nt10': -1.3839285, 'nt11': -4.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.125, 'nt15': -0.07589286, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.28125, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 6, 'nt11': 13, 'nt12': 0, 'nt13': 0, 'nt14': 5, 'nt15': 2, 'nt16': 0, 'nt2': 23, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 21, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 6, 'nt11': 22, 'nt12': 0, 'nt13': 0, 'nt14': 5, 'nt15': 2, 'nt16': 0, 'nt2': 32, 'nt3': 56, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 30, 'nt8': 0, 'nt9': 0}, 
650.0, {'nt1': -0.09821428, 'nt10': -1.5178572, 'nt11': -3.7142856, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.23660715, 'nt15': -0.16517857, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 6, 'nt11': 12, 'nt12': 0, 'nt13': 0, 'nt14': 5, 'nt15': 5, 'nt16': 0, 'nt2': 23, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 21, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 6, 'nt11': 19, 'nt12': 0, 'nt13': 0, 'nt14': 5, 'nt15': 5, 'nt16': 0, 'nt2': 32, 'nt3': 56, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 30, 'nt8': 0, 'nt9': 0}, 
655.0, {'nt1': -0.16517857, 'nt10': -1.6517857, 'nt11': -2.625, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.35267857, 'nt15': -0.2767857, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 6, 'nt11': 9, 'nt12': 0, 'nt13': 0, 'nt14': 6, 'nt15': 5, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 21, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 6, 'nt11': 16, 'nt12': 0, 'nt13': 0, 'nt14': 6, 'nt15': 5, 'nt16': 0, 'nt2': 33, 'nt3': 56, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 30, 'nt8': 0, 'nt9': 0}, 
660.0, {'nt1': -0.2544643, 'nt10': -1.4464285, 'nt11': -2.982143, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.5, 'nt15': -0.25, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 5, 'nt10': 6, 'nt11': 9, 'nt12': 0, 'nt13': 0, 'nt14': 7, 'nt15': 4, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 21, 'nt8': 0, 'nt9': 0}, {'nt1': 5, 'nt10': 6, 'nt11': 16, 'nt12': 0, 'nt13': 0, 'nt14': 7, 'nt15': 4, 'nt16': 0, 'nt2': 33, 'nt3': 56, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 30, 'nt8': 0, 'nt9': 0}, 
665.0, {'nt1': -0.36607143, 'nt10': -1.5803572, 'nt11': -2.4732144, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.44642857, 'nt15': -0.25, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 5, 'nt10': 6, 'nt11': 8, 'nt12': 0, 'nt13': 0, 'nt14': 7, 'nt15': 3, 'nt16': 0, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 21, 'nt8': 0, 'nt9': 0}, {'nt1': 5, 'nt10': 6, 'nt11': 13, 'nt12': 0, 'nt13': 0, 'nt14': 7, 'nt15': 3, 'nt16': 0, 'nt2': 33, 'nt3': 54, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 31, 'nt8': 0, 'nt9': 0}, 
670.0, {'nt1': -0.47767857, 'nt10': -1.7142857, 'nt11': -2.763393, 'nt12': 0.0, 'nt13': -0.008928572, 'nt14': -0.61160713, 'nt15': -0.20089285, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 5, 'nt10': 6, 'nt11': 8, 'nt12': 0, 'nt13': 1, 'nt14': 8, 'nt15': 2, 'nt16': 0, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 19, 'nt8': 0, 'nt9': 0}, {'nt1': 5, 'nt10': 6, 'nt11': 13, 'nt12': 0, 'nt13': 1, 'nt14': 8, 'nt15': 2, 'nt16': 0, 'nt2': 33, 'nt3': 54, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 26, 'nt8': 0, 'nt9': 0}, 
675.0, {'nt1': -0.62946427, 'nt10': -1.875, 'nt11': -3.0535715, 'nt12': 0.0, 'nt13': -0.035714287, 'nt14': -0.7901786, 'nt15': -0.24553572, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.013392857, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 7, 'nt10': 8, 'nt11': 8, 'nt12': 0, 'nt13': 2, 'nt14': 8, 'nt15': 2, 'nt16': 0, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 18, 'nt8': 0, 'nt9': 0}, {'nt1': 7, 'nt10': 8, 'nt11': 13, 'nt12': 0, 'nt13': 2, 'nt14': 8, 'nt15': 2, 'nt16': 0, 'nt2': 33, 'nt3': 55, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 24, 'nt8': 0, 'nt9': 0}, 
680.0, {'nt1': -0.79910713, 'nt10': -2.0535715, 'nt11': -3.357143, 'nt12': 0.0, 'nt13': -0.08035714, 'nt14': -0.62053573, 'nt15': -0.15625, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.035714287, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 8, 'nt10': 8, 'nt11': 8, 'nt12': 0, 'nt13': 2, 'nt14': 6, 'nt15': 3, 'nt16': 0, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 16, 'nt8': 0, 'nt9': 0}, {'nt1': 8, 'nt10': 8, 'nt11': 15, 'nt12': 0, 'nt13': 2, 'nt14': 7, 'nt15': 3, 'nt16': 0, 'nt2': 33, 'nt3': 57, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 19, 'nt8': 0, 'nt9': 0}, 
685.0, {'nt1': -0.98660713, 'nt10': -2.232143, 'nt11': -3.705357, 'nt12': 0.0, 'nt13': -0.14285715, 'nt14': -0.78571427, 'nt15': -0.026785715, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 8, 'nt11': 9, 'nt12': 0, 'nt13': 3, 'nt14': 7, 'nt15': 1, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 15, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 8, 'nt11': 16, 'nt12': 0, 'nt13': 3, 'nt14': 8, 'nt15': 1, 'nt16': 0, 'nt2': 33, 'nt3': 60, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 18, 'nt8': 0, 'nt9': 0}, 
690.0, {'nt1': -1.1875, 'nt10': -2.4107144, 'nt11': -2.7410715, 'nt12': 0.0, 'nt13': -0.22767857, 'nt14': -0.58928573, 'nt15': -0.04910714, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 8, 'nt11': 10, 'nt12': 0, 'nt13': 4, 'nt14': 5, 'nt15': 1, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 14, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 8, 'nt11': 15, 'nt12': 0, 'nt13': 4, 'nt14': 6, 'nt15': 1, 'nt16': 0, 'nt2': 33, 'nt3': 62, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 16, 'nt8': 0, 'nt9': 0}, 
695.0, {'nt1': -1.3883928, 'nt10': -2.5892856, 'nt11': -3.138393, 'nt12': 0.0, 'nt13': -0.125, 'nt14': -0.39732143, 'nt15': -0.102678575, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 8, 'nt11': 14, 'nt12': 0, 'nt13': 3, 'nt14': 3, 'nt15': 3, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 14, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 8, 'nt11': 19, 'nt12': 0, 'nt13': 3, 'nt14': 4, 'nt15': 3, 'nt16': 0, 'nt2': 33, 'nt3': 61, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 17, 'nt8': 0, 'nt9': 0}, 
700.0, {'nt1': -1.5892857, 'nt10': -1.7276785, 'nt11': -2.8973215, 'nt12': 0.0, 'nt13': -0.04464286, 'nt14': -0.09375, 'nt15': -0.16964285, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 6, 'nt11': 15, 'nt12': 0, 'nt13': 1, 'nt14': 1, 'nt15': 3, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 14, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 6, 'nt11': 19, 'nt12': 0, 'nt13': 1, 'nt14': 1, 'nt15': 3, 'nt16': 0, 'nt2': 33, 'nt3': 59, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 19, 'nt8': 0, 'nt9': 0}, 
705.0, {'nt1': -1.7901785, 'nt10': -1.8839285, 'nt11': -3.3214285, 'nt12': 0.0, 'nt13': -0.071428575, 'nt14': -0.116071425, 'nt15': -0.12053572, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 7, 'nt11': 15, 'nt12': 0, 'nt13': 2, 'nt14': 1, 'nt15': 2, 'nt16': 0, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 12, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 7, 'nt11': 19, 'nt12': 0, 'nt13': 2, 'nt14': 1, 'nt15': 2, 'nt16': 0, 'nt2': 33, 'nt3': 55, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 17, 'nt8': 0, 'nt9': 0}, 
710.0, {'nt1': -1.9910715, 'nt10': -1.5357143, 'nt11': -3.75, 'nt12': 0.0, 'nt13': -0.026785715, 'nt14': -0.13839285, 'nt15': -0.16517857, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -3.7098215, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 6, 'nt11': 15, 'nt12': 0, 'nt13': 1, 'nt14': 1, 'nt15': 2, 'nt16': 0, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 10, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 6, 'nt11': 20, 'nt12': 0, 'nt13': 1, 'nt14': 1, 'nt15': 2, 'nt16': 0, 'nt2': 33, 'nt3': 55, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 17, 'nt8': 0, 'nt9': 0}, 
715.0, {'nt1': -2.1919644, 'nt10': -1.6696428, 'nt11': -2.65625, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.02232143, 'nt15': -0.24553572, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 6, 'nt11': 13, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 4, 'nt16': 0, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 12, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 6, 'nt11': 18, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 4, 'nt16': 0, 'nt2': 33, 'nt3': 55, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 19, 'nt8': 0, 'nt9': 0}, 
720.0, {'nt1': -2.392857, 'nt10': -1.8035715, 'nt11': -3.0580356, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.013392857, 'nt15': -0.09375, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 6, 'nt11': 13, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 3, 'nt16': 0, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 12, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 6, 'nt11': 18, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 3, 'nt16': 0, 'nt2': 33, 'nt3': 54, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 20, 'nt8': 0, 'nt9': 0}, 
725.0, {'nt1': -2.59375, 'nt10': -1.9375, 'nt11': -2.1339285, 'nt12': 0.0, 'nt13': -0.008928572, 'nt14': -0.071428575, 'nt15': -0.16071428, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 6, 'nt11': 12, 'nt12': 0, 'nt13': 1, 'nt14': 2, 'nt15': 3, 'nt16': 0, 'nt2': 24, 'nt3': 20, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 12, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 6, 'nt11': 15, 'nt12': 0, 'nt13': 1, 'nt14': 4, 'nt15': 3, 'nt16': 0, 'nt2': 32, 'nt3': 54, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 20, 'nt8': 0, 'nt9': 0}, 
730.0, {'nt1': -2.794643, 'nt10': -2.0714285, 'nt11': -2.486607, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.17410715, 'nt15': -0.14285715, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 6, 'nt11': 14, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 2, 'nt16': 0, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 12, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 6, 'nt11': 17, 'nt12': 0, 'nt13': 0, 'nt14': 6, 'nt15': 3, 'nt16': 0, 'nt2': 32, 'nt3': 50, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 20, 'nt8': 0, 'nt9': 0}, 
735.0, {'nt1': -2.9955356, 'nt10': -1.0625, 'nt11': -2.107143, 'nt12': 0.0, 'nt13': -0.017857144, 'nt14': -0.35714287, 'nt15': -0.08035714, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 4, 'nt11': 12, 'nt12': 0, 'nt13': 1, 'nt14': 7, 'nt15': 1, 'nt16': 0, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 12, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 4, 'nt11': 15, 'nt12': 0, 'nt13': 1, 'nt14': 10, 'nt15': 1, 'nt16': 0, 'nt2': 30, 'nt3': 50, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 21, 'nt8': 0, 'nt9': 0}, 
740.0, {'nt1': -3.1964285, 'nt10': -1.1517857, 'nt11': -2.4419644, 'nt12': 0.0, 'nt13': -0.05357143, 'nt14': -0.41517857, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.008928572, 'nt7': -3.580357, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 4, 'nt11': 12, 'nt12': 0, 'nt13': 2, 'nt14': 7, 'nt15': 0, 'nt16': 0, 'nt2': 22, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 11, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 4, 'nt11': 15, 'nt12': 0, 'nt13': 2, 'nt14': 8, 'nt15': 0, 'nt16': 0, 'nt2': 28, 'nt3': 52, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 19, 'nt8': 0, 'nt9': 0}, 
745.0, {'nt1': -3.3973215, 'nt10': -0.8526786, 'nt11': -2.7901785, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.39732143, 'nt15': -0.004464286, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.058035713, 'nt7': -2.982143, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 3, 'nt11': 12, 'nt12': 0, 'nt13': 0, 'nt14': 6, 'nt15': 1, 'nt16': 0, 'nt2': 20, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 9, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 3, 'nt11': 17, 'nt12': 0, 'nt13': 0, 'nt14': 7, 'nt15': 1, 'nt16': 0, 'nt2': 26, 'nt3': 54, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 17, 'nt8': 0, 'nt9': 0}, 
750.0, {'nt1': -3.5982144, 'nt10': -0.91964287, 'nt11': -2.7410715, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.5535714, 'nt15': -0.035714287, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.125, 'nt7': -3.361607, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 3, 'nt11': 11, 'nt12': 0, 'nt13': 0, 'nt14': 6, 'nt15': 3, 'nt16': 0, 'nt2': 17, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 9, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 3, 'nt11': 18, 'nt12': 0, 'nt13': 0, 'nt14': 7, 'nt15': 3, 'nt16': 0, 'nt2': 23, 'nt3': 53, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 17, 'nt8': 0, 'nt9': 0}, 
755.0, {'nt1': -3.799107, 'nt10': -0.98660713, 'nt11': -3.1651785, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.59821427, 'nt15': -0.035714287, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.19196428, 'nt7': -3.7455356, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 3, 'nt11': 11, 'nt12': 0, 'nt13': 0, 'nt14': 6, 'nt15': 2, 'nt16': 0, 'nt2': 14, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 9, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 3, 'nt11': 19, 'nt12': 0, 'nt13': 0, 'nt14': 6, 'nt15': 2, 'nt16': 0, 'nt2': 23, 'nt3': 53, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 18, 'nt8': 0, 'nt9': 0}, 
760.0, {'nt1': -4.0, 'nt10': -0.65625, 'nt11': -2.9330356, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.47767857, 'nt15': -0.084821425, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.25892857, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 2, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 2, 'nt16': 0, 'nt2': 14, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 10, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 2, 'nt11': 16, 'nt12': 0, 'nt13': 0, 'nt14': 6, 'nt15': 3, 'nt16': 0, 'nt2': 22, 'nt3': 56, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 19, 'nt8': 0, 'nt9': 0}, 
765.0, {'nt1': -3.6294644, 'nt10': -0.70089287, 'nt11': -3.2901785, 'nt12': 0.0, 'nt13': -0.004464286, 'nt14': -0.5848214, 'nt15': -0.13392857, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.32589287, 'nt7': -4.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 8, 'nt10': 2, 'nt11': 10, 'nt12': 0, 'nt13': 1, 'nt14': 6, 'nt15': 3, 'nt16': 0, 'nt2': 14, 'nt3': 21, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 11, 'nt8': 0, 'nt9': 0}, {'nt1': 8, 'nt10': 2, 'nt11': 16, 'nt12': 0, 'nt13': 1, 'nt14': 7, 'nt15': 3, 'nt16': 0, 'nt2': 21, 'nt3': 55, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 21, 'nt8': 0, 'nt9': 0}, 
770.0, {'nt1': -2.6964285, 'nt10': -0.74553573, 'nt11': -2.6875, 'nt12': 0.0, 'nt13': -0.026785715, 'nt14': -0.57589287, 'nt15': -0.21875, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.004464286, 'nt5': 0.0, 'nt6': -0.41517857, 'nt7': -3.3526785, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 6, 'nt10': 2, 'nt11': 8, 'nt12': 0, 'nt13': 1, 'nt14': 5, 'nt15': 4, 'nt16': 0, 'nt2': 14, 'nt3': 22, 'nt4': 1, 'nt5': 0, 'nt6': 5, 'nt7': 9, 'nt8': 0, 'nt9': 0}, {'nt1': 6, 'nt10': 2, 'nt11': 12, 'nt12': 0, 'nt13': 1, 'nt14': 7, 'nt15': 4, 'nt16': 0, 'nt2': 20, 'nt3': 58, 'nt4': 1, 'nt5': 0, 'nt6': 5, 'nt7': 17, 'nt8': 0, 'nt9': 0}, 
775.0, {'nt1': -1.78125, 'nt10': -0.7901786, 'nt11': -2.955357, 'nt12': 0.0, 'nt13': -0.06696428, 'nt14': -0.20535715, 'nt15': -0.19196428, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.026785715, 'nt5': 0.0, 'nt6': -0.54910713, 'nt7': -3.732143, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 4, 'nt10': 2, 'nt11': 8, 'nt12': 0, 'nt13': 2, 'nt14': 2, 'nt15': 3, 'nt16': 0, 'nt2': 14, 'nt3': 23, 'nt4': 1, 'nt5': 0, 'nt6': 6, 'nt7': 9, 'nt8': 0, 'nt9': 0}, {'nt1': 4, 'nt10': 2, 'nt11': 12, 'nt12': 0, 'nt13': 2, 'nt14': 4, 'nt15': 3, 'nt16': 0, 'nt2': 20, 'nt3': 59, 'nt4': 1, 'nt5': 0, 'nt6': 6, 'nt7': 17, 'nt8': 0, 'nt9': 0}, 
